##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;;;;x
PROV2331;Foxe Basin;Foxe Basin;Foxe Basin;Cuenca de Foxe;Foxebecken;Foxe Basin;;;;;X
PROV2332;James Bay;James Bay;James Bay;Bahía de James;James-Bucht;James Bay;;;;;X
PROV2333;Hudson Strait;Hudson Strait;Hudson Strait;Estrecho de Hudson;Hudsonstraße;Hudson Strait;;;;;X
PROV2334;Bafin Bay;Bafin Bay;Bafin Bay;Bahía de Baffin;Baffin-Bucht;Bafin Bay;;;;;X
PROV2335;Melville Bay;Melville Bay;Melville Bay;Bahía de Melville;Melvillesund;Melville Bay;;;;;X
PROV2336;Cumberland Sound;Cumberland Sound;Cumberland Sound;Bahía de Cumberland;Cumberlandsund;Cumberland Sound;;;;;X
PROV2337;Ungava Bay;Ungava Bay;Ungava Bay;Bahía de Ungava;Ungava-Bucht;Ungava Bay;;;;;X
PROV2338;Goose Bay;Goose Bay;Goose Bay;Bahía de Goose;Goose-Bucht;Goose Bay;;;;;X
PROV2339;White Bay;White Bay;White Bay;Bahía White;White-Bucht;White Bay;;;;;X
PROV2340;Bonavista Bay;Bonavista Bay;Bonavista Bay;Bahía de Bonavista;Bonavista-Bucht;Bonavista Bay;;;;;X
PROV2341;Fortune Bay;Fortune Bay;Fortune Bay;Bahía Fortune;Fortune-Bucht;Fortune Bay;;;;;X
PROV2342;Strait Of Belle Isle;Strait Of Belle Isle;Strait Of Belle Isle;Estrecho de Belle Isle;Belle-Isle-Straße;Strait Of Belle Isle;;;;;X
PROV2343;Gulf of St. Lawrence;Gulf of St. Lawrence;Gulf of St. Lawrence;Golfo de San Lorenzo;St.-Lawrence-Golf;Gulf of St. Lawrence;;;;;X
PROV2344;Cabot Strait;Cabot Strait;Cabot Strait;Estrecho de Cabot;Cabot-Straße;Cabot Strait;;;;;X
PROV2345;Bay of Fundy;Bay of Fundy;Bay of Fundy;Bahía de Fundy;Fundy-Bucht;Bay of Fundy;;;;;X
PROV2346;Gulf of Maine;Gulf of Maine;Gulf of Maine;Golfo del Maine;Golf von Maine;Gulf of Maine;;;;;X
PROV2347;Nantucket Sound;Nantucket Sound;Nantucket Sound;Bahía de Nantucket;Nantucketsund;Nantucket Sound;;;;;X
PROV2348;Chesapeake Bay;Chesapeake Bay;Chesapeake Bay;Bahía de Chesapeake;Chesapeake-Bucht;Chesapeake Bay;;;;;X
PROV2349;Cape Hatteras;Cape Hatteras;Cape Hatteras;Cabo de Hatteras;Kap Hatteras;Cape Hatteras;;;;;X
PROV2350;New England Shelf;New England Shelf;New England Shelf;Plataforma de Nueva Inglaterra;Neu-England-Schelf;New England Shelf;;;;;X
PROV2351;North Bermuda;North Bermuda;North Bermuda;Bermudas septentrionales;Nördl. Sargassosee;North Bermuda;;;;;X
PROV2352;Sable Island Bank;Sable Island Bank;Sable Island Bank;Banco de Sable;Sable-Island-Bank;Sable Island Bank;;;;;X
PROV2353;New England Seamounts;New England Seamounts;New England Seamounts;Montes submarinos de Nueva Inglaterra;Westl. Neuschottlandbecken;New England Seamounts;;;;;X
PROV2354;Grand Banks;Grand Banks;Grand Banks;Grand Banks;Neufundlandbank;Grand Banks;;;;;X
PROV2355;Corner Spearmounts;Corner Spearmounts;Corner Spearmounts;Montes submarinos Corner;Östl. Neuschottlandbecken;Corner Spearmounts;;;;;X
PROV2356;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Southern North Mid-Atlantic Sea Ridge;Sur de la dorsal septentrional del Atlántico medio;Südl. Nordatlant. Rücken;Southern North Mid-Atlantic Sea Ridge;;;;;X
PROV2357;Sea of Azores East;Sea of Azores East;Sea of Azores East;Este del Mar de las Azores;Östl. Azorenbecken;Sea of Azores East;;;;;X
PROV2358;Sea of Azores North;Sea of Azores North;Sea of Azores North;Norte del Mar de las Azores;Nördl. Azorenbecken;Sea of Azores North;;;;;X
PROV2359;Gibbs Fracture East;Gibbs Fracture East;Gibbs Fracture East;Este de la Fractura de Gibbs;Östl. Gibbs-Bruchzone;Gibbs Fracture East;;;;;X
PROV2360;Flemish Cap;Flemish Cap;Flemish Cap;Flemish Cap;Flämische Kappe;Flemish Cap;;;;;X
PROV2361;Gibbs Fracture West;Gibbs Fracture West;Gibbs Fracture West;Oeste de la Fractura de Gibbs;Westl. Gibbs-Bruchzone;Gibbs Fracture West;;;;;X
PROV2362;South West Sea of Labrador;South West Sea of Labrador;South West Sea of Labrador;Sureste del Mar del Labrador;Südwestl. Labradorsee;South West Sea of Labrador;;;;;X
PROV2363;Davis Strait;Davis Strait;Davis Strait;Estrecho de Davis;Davisstraße;Davis Strait;;;;;X
PROV2364;South Central Sea of Labrador;South Central Sea of Labrador;South Central Sea of Labrador;Centro-sur del Mar del Labrador;Südl. Labradorsee;South Central Sea of Labrador;;;;;X
PROV2365;Tordenskjold Bank;Tordenskjold Bank;Tordenskjold Bank;Banco de Tordenskjold;Tordenskjold-Bank;Tordenskjold Bank;;;;;X
PROV2366;Skjoldungen Bank;Skjoldungen Bank;Skjoldungen Bank;Banco de Skjoldungen;Skjoldungen-Bank;Skjoldungen Bank;;;;;X
PROV2367;West Denmark Strait;West Denmark Strait;West Denmark Strait;Oeste del Estrecho de Dinamarca;Westl. Dänemarkstraße;West Denmark Strait;;;;;X
PROV2368;Northwest Denmark Strait;Northwest Denmark Strait;Northwest Denmark Strait;Noroeste del estrecho de Dinamarca;Nordwestl. Dänemarkstraße;Northwest Denmark Strait;;;;;X
PROV2369;Central Denmark Strait;Central Denmark Strait;Central Denmark Strait;Centro del Estrecho de Dinamarca;Mittl. Dänemarkstraße;Central Denmark Strait;;;;;X
PROV2370;Irminger Basin;Irminger Basin;Irminger Basin;Cuenca de Irminger;Irminger-Becken;Irminger Basin;;;;;X
PROV2371;Central Sea of Labrador;Central Sea of Labrador;Central Sea of Labrador;Centro del Mar del Labrador;Südöstl. Labradorsee;Central Sea of Labrador;;;;;X
PROV2372;North Sea of Labrador;North Sea of Labrador;North Sea of Labrador;Norte del Mar del Labrador;Nördl. Labradorsee;North Sea of Labrador;;;;;X
PROV2373;South Denmark Strait;South Denmark Strait;South Denmark Strait;Sur del Estrecho de Dinamarca;Südl. Dänemarkstraße;South Denmark Strait;;;;;X
PROV2374;Faxa Bay;Faxa Bay;Faxa Bay;Bahía Faxa;Faxabucht;Faxa Bay;;;;;X
PROV2375;Huna Bay;Huna Bay;Huna Bay;Bahía de Huna;Hunabucht;Huna Bay;;;;;X
PROV2376;West Greenland Sea;West Greenland Sea;West Greenland Sea;Oeste del Mar de Groenlandia;Westl. Europ. Nordmeer;West Greenland Sea;;;;;X
PROV2377;Northwest Faroes Gap;Northwest Faroes Gap;Northwest Faroes Gap;Noroeste del Estrecho de las Faroe;Nordwestl. Island-Färoer-Rücken;Northwest Faroes Gap;;;;;X
PROV2378;Central Greenland Sea;Central Greenland Sea;Central Greenland Sea;Centro del Mar de Groenlandia;Mittl. Europ. Nordmeer;Central Greenland Sea;;;;;X
PROV2379;East Greenland Sea;East Greenland Sea;East Greenland Sea;Este del Mar de Groenlandia;Östl. Europ. Nordmeer;East Greenland Sea;;;;;X
PROV2380;South Greenland Sea;South Greenland Sea;South Greenland Sea;Sur del Mar de Groenlandia;Südl. Europ. Nordmeer;South Greenland Sea;;;;;X
PROV2381;Cape Kanin;Cape Kanin;Cape Kanin;Cabo Kanin;Kap Kanin;Cape Kanin;;;;;X
PROV2382;Central Barents Sea;Central Barents Sea;Central Barents Sea;Centro del Mar de Barents;Mittl. Barentssee;Central Barents Sea;;;;;X
PROV2383;South Barents Sea;South Barents Sea;South Barents Sea;Sur del Mar de Barents;Südl. Barentssee;South Barents Sea;;;;;X
PROV2384;White Sea;White Sea;White Sea;Mar Blanco;Weißes Meer;White Sea;;;;;X
PROV2385;Varanger Fjord;Varanger Fjord;Varanger Fjord;Varanger Fjord;Varangerfjord;Varanger Fjord;;;;;X
PROV2386;North Cape;North Cape;North Cape;Cabo Norte;Nordkap;North Cape;;;;;X
PROV2387;Alten Fjord;Alten Fjord;Alten Fjord;Alten Fjord;Altafjord;Alten Fjord;;;;;X
PROV2388;Vest Fjord;Vest Fjord;Vest Fjord;Vest Fjord;Vestfjord;Vest Fjord;;;;;X
PROV2389;Trondheim Fjord;Trondheim Fjord;Trondheim Fjord;Trondheim Fjord;Trondheimfjord;Trondheim Fjord;;;;;X
PROV2390;Molde Fjord;Molde Fjord;Molde Fjord;Molde Fjord;Moldefjord;Molde Fjord;;;;;X
PROV2391;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;Centro del Mar de Noruega;Mittl. Norwegisches Meer;Central Norwegian Sea;;;;;X
PROV2392;Sogne Fjord;Sogne Fjord;Sogne Fjord;Sogne Fjord;Sognefjord;Sogne Fjord;;;;;X
PROV2393;Bokn Fjord;Bokn Fjord;Bokn Fjord;Bokn Fjord;Boknafjord;Bokn Fjord;;;;;X
PROV2394;Southcentral North Sea;Southcentral North Sea;Southcentral North Sea;Centro-sur del Mar del Norte;Mittl. Südl. Nordsee;Southcentral North Sea;;;;;X
PROV2395;Mouth of the Thames;Mouth of the Thames;Mouth of the Thames;Boca del Támesis;Themsemündung;Mouth of the Thames;;;;;X
PROV2396;The Wash;The Wash;The Wash;The Wash;The Wash;The Wash;;;;;X
PROV2397;Mouth of the Tyne;Mouth of the Tyne;Mouth of the Tyne;Boca del Tyne;Tynemündung;Mouth of the Tyne;;;;;X
PROV2398;Firth of Forth;Firth of Forth;Firth of Forth;Estuario de Forth;Firth of Forth;Firth of Forth;;;;;X
PROV2399;Dogger Bank;Dogger Bank;Dogger Bank;Banco de Dogger;Doggerbank;Dogger Bank;;;;;X
PROV2400;Westcentral North Sea;Westcentral North Sea;Westcentral North Sea;Centro-oeste del Mar del Norte;Mittl. Westl. Nordsee;Westcentral North Sea;;;;;X
PROV2401;Rockall Bank;Rockall Bank;Rockall Bank;Banco de Rockall;Rockallbank;Rockall Bank;;;;;X
PROV2402;Pentland Firth;Pentland Firth;Pentland Firth;Estrecho de Pentland Firth;Pentland Firth;Pentland Firth;;;;;X
PROV2403;The Minch;The Minch;The Minch;Los Minches;Nordminch;The Minch;;;;;X
PROV2404;Little Minch;Little Minch;Little Minch;Little Minch;Kleine Minch;Little Minch;;;;;X
PROV2405;North Channel;North Channel;North Channel;Canal del Norte;Nordkanal;North Channel;;;;;X
PROV2406;Solway Firth;Solway Firth;Solway Firth;Estuario de Solway Firth;Solway Firth;Solway Firth;;;;;X
PROV2407;Donegal Bay;Donegal Bay;Donegal Bay;Bahía de Donegal;Donegal-Bucht;Donegal Bay;;;;;X
PROV2408;Galway Bay;Galway Bay;Galway Bay;Bahía de Galway;Galway-Bucht;Galway Bay;;;;;X
PROV2409;Mouth of Shannon;Mouth of Shannon;Mouth of Shannon;Boca del Shannon;Shannonmündung;Mouth of Shannon;;;;;X
PROV2410;St. George's Channel;St. George's Channel;St. George's Channel;Canal de San Jorge;St.-Georgs-Kanal;St. George's Channel;;;;;X
PROV2411;Celtic Sea;Celtic Sea;Celtic Sea;Mar Celta;Keltisches Meer;Celtic Sea;;;;;X
PROV2412;Eastern English Channel;Eastern English Channel;Eastern English Channel;Este del Canal de la Mancha;Östl. Ärmelkanal;Eastern English Channel;;;;;X
PROV2413;Western English Channel;Western English Channel;Western English Channel;Oeste del Canal de la Mancha;Mittl. Ärmelkanal;Western English Channel;;;;;X
PROV2414;Channel Approach;Channel Approach;Channel Approach;Lindes del Canal;Westl. Ärmelkanal;Channel Approach;;;;;X
PROV2415;North Bay of Biscaya;North Bay of Biscaya;North Bay of Biscaya;Norte del Golfo de Vizcaya;Nördl. Biskaya;North Bay of Biscaya;;;;;X
PROV2416;Central Bay of Biscaya;Central Bay of Biscaya;Central Bay of Biscaya;Centro del Golfo de Vizcaya;Östl. Biskaya;Central Bay of Biscaya;;;;;X
PROV2417;South Bay of Biscaya;South Bay of Biscaya;South Bay of Biscaya;Sur del Golfo de Vizcaya;Südl. Biskaya;South Bay of Biscaya;;;;;X
PROV2418;Southwest Bay of Biscaya;Southwest Bay of Biscaya;Southwest Bay of Biscaya;Sureste del Golfo de Vizcaya;Südwestl. Biskaya;Southwest Bay of Biscaya;;;;;X
PROV2419;Costa Verde;Costa Verde;Costa Verde;Costa Verde;Costa Verde;Costa Verde;;;;;X
PROV2420;West Biscaya Basin;West Biscaya Basin;West Biscaya Basin;Cuenca oeste de Vizcaya;Südl. Ostkeltisches Schelf;West Biscaya Basin;;;;;X
PROV2421;Hatton Bank;Hatton Bank;Hatton Bank;Banco de Hatton;Islandbecken;Hatton Bank;;;;;X
PROV2422;West Celtic Shelf;West Celtic Shelf;West Celtic Shelf;Plataforma occidental del Mar Celta;Westkeltisches Schelf;West Celtic Shelf;;;;;X
PROV2423;Sea of Azores West;Sea of Azores West;Sea of Azores West;Oeste del Mar de las Azores;Westl. Azorenbecken;Sea of Azores West;;;;;X
PROV2424;South Iberian Shelf;South Iberian Shelf;South Iberian Shelf;Plataforma meridional ibérica;Südiberisches Schelf;South Iberian Shelf;;;;;X
PROV2425;Rias Bajas;Rias Bajas;Rias Bajas;Rías Bajas;Rias Bajas;Rias Bajas;;;;;X
PROV2426;Coast of Porto;Coast of Porto;Coast of Porto;Costa de Oporto;Küste von Porto;Coast of Porto;;;;;X
PROV2427;Coast of Lissabon;Coast of Lissabon;Coast of Lissabon;Costa de Lisboa;Küste von Lissabon;Coast of Lissabon;;;;;X
PROV2428;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Golfo de Cádiz;Golf von Cadiz;Gulf of Cadiz;;;;;X
PROV2429;Gulf of Morocco;Gulf of Morocco;Gulf of Morocco;Golfo de Marruecos;Golf von Marokko;Gulf of Morocco;;;;;X
PROV2430;Straits of Gibraltar;Straits of Gibraltar;Straits of Gibraltar;Estrecho de Gibraltar;Straße von Gibraltar;Straits of Gibraltar;;;;;X
PROV2431;Gulf of Almeira;Gulf of Almeira;Gulf of Almeira;Golfo de Almería;Golf von Almeira;Gulf of Almeira;;;;;X
PROV2432;Costa Blanca;Costa Blanca;Costa Blanca;Costa Blanca;Costa Blanca;Costa Blanca;;;;;X
PROV2433;Balearic Sea;Balearic Sea;Balearic Sea;Mar de las Baleares;Golf von Valencia;Balearic Sea;;;;;X
PROV2434;Coast of Algiers;Coast of Algiers;Coast of Algiers;Costa de Argel;Küste von Algier;Coast of Algiers;;;;;X
PROV2435;Central Gulf of Lyon;Central Gulf of Lyon;Central Gulf of Lyon;Centro del Golfo de León;Golf von Lyon;Central Gulf of Lyon;;;;;X
PROV2436;Coast of Philippeville;Coast of Philippeville;Coast of Philippeville;Costa de Philippeville;Küste von Philippeville;Coast of Philippeville;;;;;X
PROV2437;Gulf of Cagliari;Gulf of Cagliari;Gulf of Cagliari;Golfo de Cagliari;Golf von Cagliari;Gulf of Cagliari;;;;;X
PROV2438;Gulf of Genoa;Gulf of Genoa;Gulf of Genoa;Golfo de Génova;Golf von Genua;Gulf of Genoa;;;;;X
PROV2439;Ligurian Sea;Ligurian Sea;Ligurian Sea;Mar de Liguria;Ligurisches Meer;Ligurian Sea;;;;;X
PROV2440;Gulf of Gabès;Gulf of Gabès;Gulf of Gabès;Golfo de Gabes;Golf von Gabès;Gulf of Gabès;;;;;X
PROV2441;Gulf of Salerno;Gulf of Salerno;Gulf of Salerno;Golfo de Salerno;Golf von Salerno;Gulf of Salerno;;;;;X
PROV2442;Gulf of Sidra;Gulf of Sidra;Gulf of Sidra;Golfo de Sidra;Golf von Sidra;Gulf of Sidra;;;;;X
PROV2443;Gulf of Taranto;Gulf of Taranto;Gulf of Taranto;Golfo de Tarento;Golf von Taranto;Gulf of Taranto;;;;;X
PROV2444;North Adriatic Sea;North Adriatic Sea;North Adriatic Sea;Norte del Mar Adriático;Nördl. Adria;North Adriatic Sea;;;;;X
PROV2445;Central Adriatic Sea;Central Adriatic Sea;Central Adriatic Sea;Centro del Mar Adriático;Mittl. Adria;Central Adriatic Sea;;;;;X
PROV2446;South Adriatic Sea;South Adriatic Sea;South Adriatic Sea;Sur del Mar Adriático;Südl. Adria;South Adriatic Sea;;;;;X
PROV2447;Lake Balaton;Lake Balaton;Lake Balaton;Lago Balatón;Plattensee;Lake Balaton;;;;;X
PROV2448;Ionian Sea;Ionian Sea;Ionian Sea;Mar Jónico;Ionisches Meer;Ionian Sea;;;;;X
PROV2449;Balta Brailei;Balta Brailei;Balta Brailei;Balta Brailei;Balta Braila;Balta Brailei;;;;;X
PROV2450;Balta Ialometei;Balta Ialometei;Balta Ialometei;Balta Ialometei;Balta Ialomita;Balta Ialometei;;;;;X
PROV2451;Coast of Tobruk;Coast of Tobruk;Coast of Tobruk;Costa de Tobruk;Küste von Tobruk;Coast of Tobruk;;;;;X
PROV2452;Levant Sea;Levant Sea;Levant Sea;Mar de Levante;Levantisches Meer;Levant Sea;;;;;X
PROV2453;Suez Canal;Suez Canal;Suez Canal;Canal de Suez;Sueskanal;Suez Canal;;;;;X
PROV2454;Coast of Alexandria;Coast of Alexandria;Coast of Alexandria;Costa de Alejandría;Küste von Alexandria;Coast of Alexandria;;;;;X
PROV2455;North Red Sea;North Red Sea;North Red Sea;Norte del Mar Rojo;Nördl. Rotes Meer;North Red Sea;;;;;X
PROV2456;South Red Sea;South Red Sea;South Red Sea;Sur del Mar Rojo;Südl. Rotes Meer;South Red Sea;;;;;X
PROV2457;West Gulf of Aden;West Gulf of Aden;West Gulf of Aden;Oeste del Golfo de Adén;Westl. Golf von Aden;West Gulf of Aden;;;;;X
PROV2458;Central Gulf of Aden;Central Gulf of Aden;Central Gulf of Aden;Centro del Golfo de Adén;Mittl. Golf von Aden;Central Gulf of Aden;;;;;X
PROV2459;East Gulf of Aden;East Gulf of Aden;East Gulf of Aden;Este del Golfo de Adén;Östl. Golf von Aden;East Gulf of Aden;;;;;X
PROV2460;East Coast of Somalia;East Coast of Somalia;East Coast of Somalia;Costa oriental de Somalia;Ostküste von Somalia;East Coast of Somalia;;;;;X
PROV2461;Southeast Coast of Somalia;Southeast Coast of Somalia;Southeast Coast of Somalia;Costa suroriental de Somalia;Südostküste von Somalia;Southeast Coast of Somalia;;;;;X
PROV2462;West Somali Basin;West Somali Basin;West Somali Basin;Cuenca occidental de Somalia;Westl. Somalibecken;West Somali Basin;;;;;X
PROV2463;Sea of Crete;Sea of Crete;Sea of Crete;Mar de Creta;Kretisches Meer;Sea of Crete;;;;;X
PROV2464;North Aegean Sea;North Aegean Sea;North Aegean Sea;Norte del Mar Egeo;Nördl. Ägäis;North Aegean Sea;;;;;X
PROV2465;South Black Sea;South Black Sea;South Black Sea;Sur del Mar Negro;Südl. Schwarzes Meer;South Black Sea;;;;;X
PROV2466;Central Black Sea;Central Black Sea;Central Black Sea;Centro del Mar Negro;Mittl. Schwarzes Meer;Central Black Sea;;;;;X
PROV2467;Southeast Black Sea;Southeast Black Sea;Southeast Black Sea;Sureste del Mar Negro;Südostl. Schwarzes Meer;Southeast Black Sea;;;;;X
PROV2468;Sea of Azov;Sea of Azov;Sea of Azov;Mar de Azov;Asowsches Meer;Sea of Azov;;;;;X
PROV2469;Caspian Sea;Caspian Sea;Caspian Sea;Mar Caspio;Kaspisches Meer;Caspian Sea;;;;;X
PROV2470;Aral Sea;Aral Sea;Aral Sea;Mar de Aral;Aralsee;Aral Sea;;;;;X
PROV2471;Cromarty Firth;Cromarty Firth;Cromarty Firth;Estuario de Cromarty Firth;Cromarty Firth;Cromarty Firth;;;;;X
PROV2472;Waddenzee;Waddenzee;Waddenzee;Mar de Wadden;Wattenmeer;Waddenzee;;;;;X
PROV2473;Helgoland Bight;Helgoland Bight;Helgoland Bight;Ensenada de Helgoland;Deutsche Bucht;Helgoland Bight;;;;;X
PROV2474;Skagerrak;Skagerrak;Skagerrak;Skagerrak;Skagerrak;Skagerrak;;;;;X
PROV2475;Kattegat;Kattegat;Kattegat;Kattegat;Kattegat;Kattegat;;;;;X
PROV2476;Store Bält;Store Bält;Store Bält;Estrecho de Store Bält;Großer Belt;Store Bält;;;;;X
PROV2477;Pomeranian Bay;Pomeranian Bay;Pomeranian Bay;Bahía de Pomerania;Pommersche Bucht;Pomeranian Bay;;;;;X
PROV2478;Gulf of Danzig;Gulf of Danzig;Gulf of Danzig;Golfo de Danzig;Danziger Bucht;Gulf of Danzig;;;;;X
PROV2479;Kalmar Sound;Kalmar Sound;Kalmar Sound;Estrecho de Kalmarsund;Kalmarsund;Kalmar Sound;;;;;X
PROV2480;Courland Lagoon;Courland Lagoon;Courland Lagoon;Laguna de Curlandia;Kurisches Haff;Courland Lagoon;;;;;X
PROV2481;Coast of Stockholm;Coast of Stockholm;Coast of Stockholm;Costa de Estocolmo;Küste von Stockholm;Coast of Stockholm;;;;;X
PROV2482;Central Baltic Sea;Central Baltic Sea;Central Baltic Sea;Centro del Mar Báltico;Mittl. Ostsee;Central Baltic Sea;;;;;X
PROV2483;Gulf of Riga;Gulf of Riga;Gulf of Riga;Golfo de Riga;Rigaischer Meerbusen;Gulf of Riga;;;;;X
PROV2484;Gulf of Finland;Gulf of Finland;Gulf of Finland;Golfo de Finlandia;Finnischer Meerbusen;Gulf of Finland;;;;;X
PROV2485;Lake Peipus;Lake Peipus;Lake Peipus;Lago Peipus;Peipussee;Lake Peipus;;;;;X
PROV2486;Lake Onega;Lake Onega;Lake Onega;Lago Onega;Onegasee;Lake Onega;;;;;X
PROV2487;Lake Ladoga;Lake Ladoga;Lake Ladoga;Lago Ladoga;Ladogasee;Lake Ladoga;;;;;X
PROV2488;Lake Rybinskyje;Lake Rybinskyje;Lake Rybinskyje;Lago de Ríbinsk;Rybinsker See;Lake Rybinskyje;;;;;X
PROV2489;Southwest Gulf of Bothnia;Southwest Gulf of Bothnia;Southwest Gulf of Bothnia;Suroeste del Golfo de Botnia;Südwestl. Bottn. Meerbusen;Southwest Gulf of Bothnia;;;;;X
PROV2490;Vänern & Vättern;Vänern & Vättern;Vänern & Vättern;Lagos Vänern y Vättern;Vänern & Vättern;Vänern & Vättern;;;;;X
PROV2491;Southeast Gulf of Bothnia;Southeast Gulf of Bothnia;Southeast Gulf of Bothnia;Sureste del Golfo de Botnia;Südöstl. Bottn. Meerbusen;Southeast Gulf of Bothnia;;;;;X
PROV2492;Central Gulf of Bothnia;Central Gulf of Bothnia;Central Gulf of Bothnia;Centro del Golfo de Botnia;Mittl. Bottn. Meerbusen;Central Gulf of Bothnia;;;;;X
PROV2493;Northeast Gulf of Bothnia;Northeast Gulf of Bothnia;Northeast Gulf of Bothnia;Noreste del Golfo de Botnia;Nordöstl. Bottn. Meerbusen;Northeast Gulf of Bothnia;;;;;X
PROV2494;Northwest Gulf of Bothnia;Northwest Gulf of Bothnia;Northwest Gulf of Bothnia;Noroeste del Golfo de Botnia;Nordwestl. Bottn. Meerbusen;Northwest Gulf of Bothnia;;;;;X
PROV2495;West Guinea Basin;West Guinea Basin;West Guinea Basin;Cuenca oeste de Guinea;Westl. Guineabecken;West Guinea Basin;;;;;X
PROV2496;South Guinea Basin;South Guinea Basin;South Guinea Basin;Cuenca sur de Guinea;Südl. Guineabecken;South Guinea Basin;;;;;X
PROV2497;Guinea Plain;Guinea Plain;Guinea Plain;Llanura de Guinea;Südwestl. Guineabecken;Guinea Plain;;;;;X
PROV2498;West Angola Plain;West Angola Plain;West Angola Plain;Llanura occidental de Angola;Westl. Angolabecken;West Angola Plain;;;;;X
PROV2499;East Argentine Plain;East Argentine Plain;East Argentine Plain;Este de la llanura argentina;Nordöstl. Argentinisches Becken;East Argentine Plain;;;;;X
PROV2500;Central Argentine Plain;Central Argentine Plain;Central Argentine Plain;Centro de la llanura argentina;Nördl. Argentinisches Becken;Central Argentine Plain;;;;;X
PROV2501;West Argentine Plain;West Argentine Plain;West Argentine Plain;Oeste de la llanura argentina;Nordwestl. Argentinisches Becken;West Argentine Plain;;;;;X
PROV2502;Blanca Bay;Blanca Bay;Blanca Bay;Bahía Blanca;Blanca-Bucht;Blanca Bay;;;;;X
PROV2503;River Plate;River Plate;River Plate;Río de la Plata;Rio de la Plata;River Plate;;;;;X
PROV2504;South Santos Plateau;South Santos Plateau;South Santos Plateau;Sur de la Meseta de Santos;Südl. Santos-Plateau;South Santos Plateau;;;;;X
PROV2505;North Santos Plateau;North Santos Plateau;North Santos Plateau;Norte de la Meseta de Santos;Nördl. Santos-Plateau;North Santos Plateau;;;;;X
PROV2506;North Argentine Plain;North Argentine Plain;North Argentine Plain;Norte de la llanura argentina;Südwestl. Brasilianisches Becken;North Argentine Plain;;;;;X
PROV2507;Rio Bay;Rio Bay;Rio Bay;Bahía de Río;Bucht von Rio de Janeiro;Rio Bay;;;;;X
PROV2508;Baia de Todos os Santos;Baia de Todos os Santos;Baia de Todos os Santos;Bahía de Todos os Santos;Allerheiligenbucht;Baia de Todos os Santos;;;;;X
PROV2509;Lake Tucuruí;Lake Tucuruí;Lake Tucuruí;Lago Tucuruí;Tucuruí-See;Lake Tucuruí;;;;;X
PROV2510;Brazilian Plain;Brazilian Plain;Brazilian Plain;Llanura brasileña;Nördl. Brasilianisches Becken;Brazilian Plain;;;;;X
