#
# Reworked by Aregorn for HSR2_DD
#
##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);(Embarked);;;;;x
PROV2401;Rockall Bank;Rockall Bank;Rockall Bank;Banco de Rockall;Rockall Bank;Rockall Bank;;;;;X
PROV2402;Pentland Firth;Pentland Firth;Pentland Firth;Estrecho de Pentland Firth;Pentland Firth;Pentland Firth;;;;;X
PROV2403;The Minch;The Minch;The Minch;Los Minches;The Minch;The Minch;;;;;X
PROV2404;Little Minch;Little Minch;Little Minch;Little Minch;Little Minch;Little Minch;;;;;X
PROV2405;North Channel;North Channel;North Channel;Canal del Norte;North Channel;North Channel;;;;;X
PROV2406;Solway Firth;Solway Firth;Solway Firth;Estuario de Solway Firth;Solway Firth;Solway Firth;;;;;X
PROV2407;Donegal Bay;Donegal Bay;Donegal Bay;Bahía de Donegal;Donegal Bay;Donegal Bay;;;;;X
PROV2408;Galway Bay;Galway Bay;Galway Bay;Bahía de Galway;Galway Bay;Galway Bay;;;;;X
PROV2409;Mouth of Shannon;Mouth of Shannon;Mouth of Shannon;Boca del Shannon;Mouth of Shannon;Mouth of Shannon;;;;;X
PROV2410;St. George's Channel;St. George's Channel;St. George's Channel;Canal de San Jorge;St. George's Channel;St. George's Channel;;;;;X
PROV2411;Celtic Sea;Celtic Sea;Celtic Sea;Mar Celta;Celtic Sea;Celtic Sea;;;;;X
PROV2412;Eastern English Channel;Eastern English Channel;Eastern English Channel;Este del Canal de la Mancha;Eastern English Channel;Eastern English Channel;;;;;X
PROV2413;Western English Channel;Western English Channel;Western English Channel;Oeste del Canal de la Mancha;Western English Channel;Western English Channel;;;;;X
PROV2414;Channel Approach;Channel Approach;Channel Approach;Lindes del Canal;Channel Approach;Channel Approach;;;;;X
PROV2415;North Bay of Biscaya;North Bay of Biscaya;North Bay of Biscaya;Norte del Golfo de Vizcaya;North Bay of Biscaya;North Bay of Biscaya;;;;;X
PROV2416;Central Bay of Biscaya;Central Bay of Biscaya;Central Bay of Biscaya;Centro del Golfo de Vizcaya;Central Bay of Biscaya;Central Bay of Biscaya;;;;;X
PROV2417;South Bay of Biscaya;South Bay of Biscaya;South Bay of Biscaya;Sur del Golfo de Vizcaya;South Bay of Biscaya;South Bay of Biscaya;;;;;X
PROV2418;Southwest Bay of Biscaya;Southwest Bay of Biscaya;Southwest Bay of Biscaya;Sureste del Golfo de Vizcaya;Southwest Bay of Biscaya;Southwest Bay of Biscaya;;;;;X
PROV2419;Costa Verde;Costa Verde;Costa Verde;Costa Verde;Costa Verde;Costa Verde;;;;;X
PROV2420;West Biscaya Basin;West Biscaya Basin;West Biscaya Basin;Cuenca oeste de Vizcaya;West Biscaya Basin;West Biscaya Basin;;;;;X
PROV2421;Hatton Bank;Hatton Bank;Hatton Bank;Banco de Hatton;Hatton Bank;Hatton Bank;;;;;X
PROV2422;West Celtic Shelf;West Celtic Shelf;West Celtic Shelf;Plataforma occidental del Mar Celta;West Celtic Shelf;West Celtic Shelf;;;;;X
PROV2423;Sea of Azores West;Sea of Azores West;Sea of Azores West;Oeste del Mar de las Azores;Sea of Azores West;Sea of Azores West;;;;;X
PROV2424;South Iberian Shelf;South Iberian Shelf;South Iberian Shelf;Plataforma meridional ibérica;South Iberian Shelf;South Iberian Shelf;;;;;X
PROV2425;Rias Bajas;Rias Bajas;Rias Bajas;Rías Bajas;Rias Bajas;Rias Bajas;;;;;X
PROV2426;Coast of Porto;Coast of Porto;Coast of Porto;Costa de Oporto;Coast of Porto;Coast of Porto;;;;;X
PROV2427;Coast of Lissabon;Coast of Lissabon;Coast of Lissabon;Costa de Lisboa;Coast of Lissabon;Coast of Lissabon;;;;;X
PROV2428;Gulf of Cadiz;Gulf of Cadiz;Gulf of Cadiz;Golfo de Cádiz;Gulf of Cadiz;Gulf of Cadiz;;;;;X
PROV2429;Gulf of Morocco;Gulf of Morocco;Gulf of Morocco;Golfo de Marruecos;Gulf of Morocco;Gulf of Morocco;;;;;X
PROV2430;Straits of Gibraltar;Straits of Gibraltar;Straits of Gibraltar;Estrecho de Gibraltar;Straits of Gibraltar;Straits of Gibraltar;;;;;X
PROV2431;Gulf of Almeira;Gulf of Almeira;Gulf of Almeira;Golfo de Almería;Gulf of Almeira;Gulf of Almeira;;;;;X
PROV2432;Costa Blanca;Costa Blanca;Costa Blanca;Costa Blanca;Costa Blanca;Costa Blanca;;;;;X
PROV2433;Balearic Sea;Balearic Sea;Balearic Sea;Mar de las Baleares;Balearic Sea;Balearic Sea;;;;;X
PROV2434;Coast of Algiers;Coast of Algiers;Coast of Algiers;Costa de Argel;Coast of Algiers;Coast of Algiers;;;;;X
PROV2435;Central Gulf of Lyon;Central Gulf of Lyon;Central Gulf of Lyon;Centro del Golfo de León;Central Gulf of Lyon;Central Gulf of Lyon;;;;;X
PROV2436;Coast of Philippeville;Coast of Philippeville;Coast of Philippeville;Costa de Philippeville;Coast of Philippeville;Coast of Philippeville;;;;;X
PROV2437;Gulf of Cagliari;Gulf of Cagliari;Gulf of Cagliari;Golfo de Cagliari;Gulf of Cagliari;Gulf of Cagliari;;;;;X
PROV2438;Gulf of Genoa;Gulf of Genoa;Gulf of Genoa;Golfo de Génova;Gulf of Genoa;Gulf of Genoa;;;;;X
PROV2439;Ligurian Sea;Ligurian Sea;Ligurian Sea;Mar de Liguria;Ligurian Sea;Ligurian Sea;;;;;X
PROV2440;Gulf of Gabès;Gulf of Gabès;Gulf of Gabès;Golfo de Gabes;Gulf of Gabès;Gulf of Gabès;;;;;X
PROV2441;Gulf of Salerno;Gulf of Salerno;Gulf of Salerno;Golfo de Salerno;Gulf of Salerno;Gulf of Salerno;;;;;X
PROV2442;Gulf of Sidra;Gulf of Sidra;Gulf of Sidra;Golfo de Sidra;Gulf of Sidra;Gulf of Sidra;;;;;X
PROV2443;Gulf of Taranto;Gulf of Taranto;Gulf of Taranto;Golfo de Tarento;Gulf of Taranto;Gulf of Taranto;;;;;X
PROV2444;North Adriatic Sea;North Adriatic Sea;North Adriatic Sea;Norte del Mar Adriático;North Adriatic Sea;North Adriatic Sea;;;;;X
PROV2445;Central Adriatic Sea;Central Adriatic Sea;Central Adriatic Sea;Centro del Mar Adriático;Central Adriatic Sea;Central Adriatic Sea;;;;;X
PROV2446;South Adriatic Sea;South Adriatic Sea;South Adriatic Sea;Sur del Mar Adriático;South Adriatic Sea;South Adriatic Sea;;;;;X
PROV2447;Lake Balaton;Lake Balaton;Lake Balaton;Lago Balatón;Lake Balaton;Lake Balaton;;;;;X
PROV2448;Ionian Sea;Ionian Sea;Ionian Sea;Mar Jónico;Ionian Sea;Ionian Sea;;;;;X
PROV2449;Balta Brailei;Balta Brailei;Balta Brailei;Balta Brailei;Balta Brailei;Balta Brailei;;;;;X
PROV2450;Balta Ialometei;Balta Ialometei;Balta Ialometei;Balta Ialometei;Balta Ialometei;Balta Ialometei;;;;;X
PROV2451;Coast of Tobruk;Coast of Tobruk;Coast of Tobruk;Costa de Tobruk;Coast of Tobruk;Coast of Tobruk;;;;;X
PROV2452;Levant Sea;Levant Sea;Levant Sea;Mar de Levante;Levant Sea;Levant Sea;;;;;X
PROV2453;Suez Canal;Suez Canal;Suez Canal;Canal de Suez;Suez Canal;Suez Canal;;;;;X
PROV2454;Coast of Alexandria;Coast of Alexandria;Coast of Alexandria;Costa de Alejandría;Coast of Alexandria;Coast of Alexandria;;;;;X
PROV2455;North Red Sea;North Red Sea;North Red Sea;Norte del Mar Rojo;North Red Sea;North Red Sea;;;;;X
PROV2456;South Red Sea;South Red Sea;South Red Sea;Sur del Mar Rojo;South Red Sea;South Red Sea;;;;;X
PROV2457;West Gulf of Aden;West Gulf of Aden;West Gulf of Aden;Oeste del Golfo de Adén;West Gulf of Aden;West Gulf of Aden;;;;;X
PROV2458;Central Gulf of Aden;Central Gulf of Aden;Central Gulf of Aden;Centro del Golfo de Adén;Central Gulf of Aden;Central Gulf of Aden;;;;;X
PROV2459;East Gulf of Aden;East Gulf of Aden;East Gulf of Aden;Este del Golfo de Adén;East Gulf of Aden;East Gulf of Aden;;;;;X
PROV2460;East Coast of Somalia;East Coast of Somalia;East Coast of Somalia;Costa oriental de Somalia;East Coast of Somalia;East Coast of Somalia;;;;;X
PROV2461;Southeast Coast of Somalia;Southeast Coast of Somalia;Southeast Coast of Somalia;Costa suroriental de Somalia;Southeast Coast of Somalia;Southeast Coast of Somalia;;;;;X
PROV2462;West Somali Basin;West Somali Basin;West Somali Basin;Cuenca occidental de Somalia;West Somali Basin;West Somali Basin;;;;;X
PROV2463;Sea of Crete;Sea of Crete;Sea of Crete;Mar de Creta;Sea of Crete;Sea of Crete;;;;;X
PROV2464;North Aegean Sea;North Aegean Sea;North Aegean Sea;Norte del Mar Egeo;North Aegean Sea;North Aegean Sea;;;;;X
PROV2465;South Black Sea;South Black Sea;South Black Sea;Sur del Mar Negro;South Black Sea;South Black Sea;;;;;X
PROV2466;Central Black Sea;Central Black Sea;Central Black Sea;Centro del Mar Negro;Central Black Sea;Central Black Sea;;;;;X
PROV2467;Southeast Black Sea;Southeast Black Sea;Southeast Black Sea;Sureste del Mar Negro;Southeast Black Sea;Southeast Black Sea;;;;;X
PROV2468;Sea of Azov;Sea of Azov;Sea of Azov;Mar de Azov;Sea of Azov;Sea of Azov;;;;;X
PROV2469;Caspian Sea;Caspian Sea;Caspian Sea;Mar Caspio;Caspian Sea;Caspian Sea;;;;;X
PROV2470;Aral Sea;Aral Sea;Aral Sea;Mar de Aral;Aral Sea;Aral Sea;;;;;X
PROV2471;Cromarty Firth;Cromarty Firth;Cromarty Firth;Estuario de Cromarty Firth;Cromarty Firth;Cromarty Firth;;;;;X
PROV2472;Waddenzee;Waddenzee;Waddenzee;Mar de Wadden;Waddenzee;Waddenzee;;;;;X
PROV2473;Helgoland Bight;Helgoland Bight;Helgoland Bight;Ensenada de Helgoland;Helgoland Bight;Helgoland Bight;;;;;X
PROV2474;Skagerrak;Skagerrak;Skagerrak;Skagerrak;Skagerrak;Skagerrak;;;;;X
PROV2475;Kattegat;Kattegat;Kattegat;Kattegat;Kattegat;Kattegat;;;;;X
PROV2476;Store Bält;Store Bält;Store Bält;Estrecho de Store Bält;Store Bält;Store Bält;;;;;X
PROV2477;Pomeranian Bay;Pomeranian Bay;Pomeranian Bay;Bahía de Pomerania;Pomeranian Bay;Pomeranian Bay;;;;;X
PROV2478;Gulf of Danzig;Gulf of Danzig;Gulf of Danzig;Golfo de Danzig;Gulf of Danzig;Gulf of Danzig;;;;;X
PROV2479;Kalmar Sound;Kalmar Sound;Kalmar Sound;Estrecho de Kalmarsund;Kalmar Sound;Kalmar Sound;;;;;X
PROV2480;Courland Lagoon;Courland Lagoon;Courland Lagoon;Laguna de Curlandia;Courland Lagoon;Courland Lagoon;;;;;X
PROV2481;Coast of Stockholm;Coast of Stockholm;Coast of Stockholm;Costa de Estocolmo;Coast of Stockholm;Coast of Stockholm;;;;;X
PROV2482;Central Baltic Sea;Central Baltic Sea;Central Baltic Sea;Centro del Mar Báltico;Central Baltic Sea;Central Baltic Sea;;;;;X
PROV2483;Gulf of Riga;Gulf of Riga;Gulf of Riga;Golfo de Riga;Gulf of Riga;Gulf of Riga;;;;;X
PROV2484;Gulf of Finland;Gulf of Finland;Gulf of Finland;Golfo de Finlandia;Gulf of Finland;Gulf of Finland;;;;;X
PROV2485;Lake Peipus;Lake Peipus;Lake Peipus;Lago Peipus;Lake Peipus;Lake Peipus;;;;;X
PROV2486;Lake Onega;Lake Onega;Lake Onega;Lago Onega;Lake Onega;Lake Onega;;;;;X
PROV2487;Lake Ladoga;Lake Ladoga;Lake Ladoga;Lago Ladoga;Lake Ladoga;Lake Ladoga;;;;;X
PROV2488;Lake Rybinskyje;Lake Rybinskyje;Lake Rybinskyje;Lago de Ríbinsk;Lake Rybinskyje;Lake Rybinskyje;;;;;X
PROV2489;Southwest Gulf of Bothnia;Southwest Gulf of Bothnia;Southwest Gulf of Bothnia;Suroeste del Golfo de Botnia;Southwest Gulf of Bothnia;Southwest Gulf of Bothnia;;;;;X
PROV2490;Vänern & Vättern;Vänern & Vättern;Vänern & Vättern;Lagos Vänern y Vättern;Vänern & Vättern;Vänern & Vättern;;;;;X
PROV2491;Southeast Gulf of Bothnia;Southeast Gulf of Bothnia;Southeast Gulf of Bothnia;Sureste del Golfo de Botnia;Southeast Gulf of Bothnia;Southeast Gulf of Bothnia;;;;;X
PROV2492;Central Gulf of Bothnia;Central Gulf of Bothnia;Central Gulf of Bothnia;Centro del Golfo de Botnia;Central Gulf of Bothnia;Central Gulf of Bothnia;;;;;X
PROV2493;Northeast Gulf of Bothnia;Northeast Gulf of Bothnia;Northeast Gulf of Bothnia;Noreste del Golfo de Botnia;Northeast Gulf of Bothnia;Northeast Gulf of Bothnia;;;;;X
PROV2494;Northwest Gulf of Bothnia;Northwest Gulf of Bothnia;Northwest Gulf of Bothnia;Noroeste del Golfo de Botnia;Northwest Gulf of Bothnia;Northwest Gulf of Bothnia;;;;;X
PROV2495;West Guinea Basin;West Guinea Basin;West Guinea Basin;Cuenca oeste de Guinea;West Guinea Basin;West Guinea Basin;;;;;X
PROV2496;South Guinea Basin;South Guinea Basin;South Guinea Basin;Cuenca sur de Guinea;South Guinea Basin;South Guinea Basin;;;;;X
PROV2497;Guinea Plain;Guinea Plain;Guinea Plain;Llanura de Guinea;Guinea Plain;Guinea Plain;;;;;X
PROV2498;West Angola Plain;West Angola Plain;West Angola Plain;Llanura occidental de Angola;West Angola Plain;West Angola Plain;;;;;X
PROV2499;East Argentine Plain;East Argentine Plain;East Argentine Plain;Este de la llanura argentina;East Argentine Plain;East Argentine Plain;;;;;X
PROV2500;Central Argentine Plain;Central Argentine Plain;Central Argentine Plain;Centro de la llanura argentina;Central Argentine Plain;Central Argentine Plain;;;;;X
PROV2501;West Argentine Plain;West Argentine Plain;West Argentine Plain;Oeste de la llanura argentina;West Argentine Plain;West Argentine Plain;;;;;X
PROV2502;Blanca Bay;Blanca Bay;Blanca Bay;Bahía Blanca;Blanca Bay;Blanca Bay;;;;;X
PROV2503;River Plate;River Plate;River Plate;Río de la Plata;River Plate;River Plate;;;;;X
PROV2504;South Santos Plateau;South Santos Plateau;South Santos Plateau;Sur de la Meseta de Santos;South Santos Plateau;South Santos Plateau;;;;;X
PROV2505;North Santos Plateau;North Santos Plateau;North Santos Plateau;Norte de la Meseta de Santos;North Santos Plateau;North Santos Plateau;;;;;X
PROV2506;North Argentine Plain;North Argentine Plain;North Argentine Plain;Norte de la llanura argentina;North Argentine Plain;North Argentine Plain;;;;;X
PROV2507;Rio Bay;Rio Bay;Rio Bay;Bahía de Río;Rio Bay;Rio Bay;;;;;X
PROV2508;Baia de Todos os Santos;Baia de Todos os Santos;Baia de Todos os Santos;Bahía de Todos os Santos;Baia de Todos os Santos;Baia de Todos os Santos;;;;;X
PROV2509;Lake Tucuruí;Lake Tucuruí;Lake Tucuruí;Lago Tucuruí;Lake Tucuruí;Lake Tucuruí;;;;;X
PROV2510;Brazilian Plain;Brazilian Plain;Brazilian Plain;Llanura brasileña;Brazilian Plain;Brazilian Plain;;;;;X
PROV2511;Cabo de Sao Roque;Cabo de Sao Roque;Cabo de Sao Roque;Cabo de Sao Roque;Cabo de Sao Roque;Cabo de Sao Roque;;;;;X
PROV2512;East Ceara Deep Sea Plain;East Ceara Deep Sea Plain;East Ceara Deep Sea Plain;Este de la llanura abisal de Ceará;East Ceara Deep Sea Plain;East Ceara Deep Sea Plain;;;;;X
PROV2513;Bay of Fortaleza;Bay of Fortaleza;Bay of Fortaleza;Bahía de Fortaleza;Bay of Fortaleza;Bay of Fortaleza;;;;;X
PROV2514;Bay of Sao Luis;Bay of Sao Luis;Bay of Sao Luis;Bahía de Sao Luis;Bay of Sao Luis;Bay of Sao Luis;;;;;X
PROV2515;Baja de Marajo;Baja de Marajo;Baja de Marajo;Bahía de Marajó;Baja de Marajo;Baja de Marajo;;;;;X
PROV2516;Delta Amazona;Delta Amazona;Delta Amazona;Delta del Amazonas;Delta Amazona;Delta Amazona;;;;;X
PROV2517;Bay of Guyana;Bay of Guyana;Bay of Guyana;Bahía de Guayana;Bay of Guyana;Bay of Guyana;;;;;X
PROV2518;Bocas del Dragon;Bocas del Dragon;Bocas del Dragon;Bocas del Dragón;Bocas del Dragon;Bocas del Dragon;;;;;X
PROV2519;Lesser Antilles;Lesser Antilles;Lesser Antilles;Pequeñas Antillas;Lesser Antilles;Lesser Antilles;;;;;X
PROV2520;La Tortuga;La Tortuga;La Tortuga;La Tortuga;La Tortuga;La Tortuga;;;;;X
PROV2521;Mona Passage;Mona Passage;Mona Passage;Paso de Mona;Mona Passage;Mona Passage;;;;;X
PROV2522;Gulf of Venezuela;Gulf of Venezuela;Gulf of Venezuela;Golfo de Venezuela;Gulf of Venezuela;Gulf of Venezuela;;;;;X
PROV2523;Gulf of Darien;Gulf of Darien;Gulf of Darien;Golfo del Darién;Gulf of Darien;Gulf of Darien;;;;;X
PROV2524;Windward Passage;Windward Passage;Windward Passage;Paso de Barlovento;Windward Passage;Windward Passage;;;;;X
PROV2525;Cape Gracias a Dios;Cape Gracias a Dios;Cape Gracias a Dios;Cabo de Gracias a Dios;Cape Gracias a Dios;Cape Gracias a Dios;;;;;X
PROV2526;Gulf of Honduras;Gulf of Honduras;Gulf of Honduras;Golfo de Honduras;Gulf of Honduras;Gulf of Honduras;;;;;X
PROV2527;Yucatan Channel;Yucatan Channel;Yucatan Channel;Canal de Yucatán;Yucatan Channel;Yucatan Channel;;;;;X
PROV2528;Campeche Banks;Campeche Banks;Campeche Banks;Bancos de Campeche;Campeche Banks;Campeche Banks;;;;;X
PROV2529;Gulf of Campeche;Gulf of Campeche;Gulf of Campeche;Bahía de Campeche;Gulf of Campeche;Gulf of Campeche;;;;;X
PROV2530;Tamaulipas Bay;Tamaulipas Bay;Tamaulipas Bay;Bahía de Tamaulipas;Tamaulipas Bay;Tamaulipas Bay;;;;;X
PROV2531;Galveston Bay;Galveston Bay;Galveston Bay;Bahía Galveston;Galveston Bay;Galveston Bay;;;;;X
PROV2532;Gulf of Mexico;Gulf of Mexico;Gulf of Mexico;Golfo de México;Gulf of Mexico;Gulf of Mexico;;;;;X
PROV2533;Mississippi Delta;Mississippi Delta;Mississippi Delta;Delta del Mississippi;Mississippi Delta;Mississippi Delta;;;;;X
PROV2534;Apalache Bay;Apalache Bay;Apalache Bay;Bahía Apalache;Apalache Bay;Apalache Bay;;;;;X
PROV2535;Florida Strait;Florida Strait;Florida Strait;Estrecho de Florida;Florida Strait;Florida Strait;;;;;X
PROV2536;Old Bahama Channel;Old Bahama Channel;Old Bahama Channel;Antiguo Canal de las Bahamas;Old Bahama Channel;Old Bahama Channel;;;;;X
PROV2537;Crooked Island Passage;Crooked Island Passage;Crooked Island Passage;Paso de Isla Crooked;Crooked Island Passage;Crooked Island Passage;;;;;X
PROV2538;Grand Bahama;Grand Bahama;Grand Bahama;Gran Bahama;Grand Bahama;Grand Bahama;;;;;X
PROV2539;Mayaguana Passage;Mayaguana Passage;Mayaguana Passage;Paso de Caicos;Mayaguana Passage;Mayaguana Passage;;;;;X
PROV2540;South Sargasso Sea;South Sargasso Sea;South Sargasso Sea;Sur del Mar de los Sargazos;South Sargasso Sea;South Sargasso Sea;;;;;X
PROV2541;Northern Antilles Shelf;Northern Antilles Shelf;Northern Antilles Shelf;Plataforma septentrional de las Antillas;Northern Antilles Shelf;Northern Antilles Shelf;;;;;X
PROV2542;West Ceara Deep Sea Plain;West Ceara Deep Sea Plain;West Ceara Deep Sea Plain;Oeste de la llanura abisal de Ceará;West Ceara Deep Sea Plain;West Ceara Deep Sea Plain;;;;;X
PROV2543;Guiana Basin;Guiana Basin;Guiana Basin;Cuenca de las Guayanas;Guiana Basin;Guiana Basin;;;;;X
PROV2544;Eastern Guiana Basin;Eastern Guiana Basin;Eastern Guiana Basin;Cuenca este de las Guayanas;Eastern Guiana Basin;Eastern Guiana Basin;;;;;X
PROV2545;Southern South-Central Mid-Atlantic Ridge;Southern South-Central Mid-Atlantic Ridge;Southern South-Central Mid-Atlantic Ridge;Sur de la dorsal sur-central del Atlántico medio;Southern South-Central Mid-Atlantic Ridge;Southern South-Central Mid-Atlantic Ridge;;;;;X
PROV2546;West Romanche Gap;West Romanche Gap;West Romanche Gap;Oeste de la Brecha del Romanche;West Romanche Gap;West Romanche Gap;;;;;X
PROV2547;East Romanche Gap;East Romanche Gap;East Romanche Gap;Este de la Brecha del Romanche;East Romanche Gap;East Romanche Gap;;;;;X
PROV2548;Northeast Argentine Plain;Northeast Argentine Plain;Northeast Argentine Plain;Noreste de la llanura argentina;Northeast Argentine Plain;Northeast Argentine Plain;;;;;X
PROV2549;South Romanche Gap;South Romanche Gap;South Romanche Gap;Sur de la Brecha del Romanche;South Romanche Gap;South Romanche Gap;;;;;X
PROV2550;Gulf of Penas;Gulf of Penas;Gulf of Penas;Golfo de Penas;Gulf of Penas;Gulf of Penas;;;;;X
PROV2551;Gulf of Corcovado;Gulf of Corcovado;Gulf of Corcovado;Golfo de Corcovado;Gulf of Corcovado;Gulf of Corcovado;;;;;X
PROV2552;Northeast Humboldt Plain;Northeast Humboldt Plain;Northeast Humboldt Plain;Llanura nororiental de Humboldt ;Northeast Humboldt Plain;Northeast Humboldt Plain;;;;;X
PROV2553;South Peru-Chile Trench;South Peru-Chile Trench;South Peru-Chile Trench;Sur de la fosa Peruano-Chilena;South Peru-Chile Trench;South Peru-Chile Trench;;;;;X
PROV2554;South Nazea Ridge;South Nazea Ridge;South Nazea Ridge;Sur del Dorsal de Nasea;South Nazea Ridge;South Nazea Ridge;;;;;X
PROV2555;North Nazea Ridge;North Nazea Ridge;North Nazea Ridge;Norte del Dorsal de Nasea;North Nazea Ridge;North Nazea Ridge;;;;;X
PROV2556;San Nicholas Bay;San Nicholas Bay;San Nicholas Bay;Bahía de San Nicolás;San Nicholas Bay;San Nicholas Bay;;;;;X
PROV2557;Lake Titicaca;Lake Titicaca;Lake Titicaca;Lago Titicaca;Lake Titicaca;Lake Titicaca;;;;;X
PROV2558;Chiquinata Bay;Chiquinata Bay;Chiquinata Bay;Bahía de Chiquipata;Chiquinata Bay;Chiquinata Bay;;;;;X
PROV2559;Moreno Bay;Moreno Bay;Moreno Bay;Bahía de Moreno;Moreno Bay;Moreno Bay;;;;;X
PROV2560;Coquimbo Bay;Coquimbo Bay;Coquimbo Bay;Bahía de Coquimbo;Coquimbo Bay;Coquimbo Bay;;;;;X
PROV2561;Manzano Bay;Manzano Bay;Manzano Bay;Bahía de Manzano;Manzano Bay;Manzano Bay;;;;;X
PROV2562;Necker Ridge;Necker Ridge;Necker Ridge;Dorsal de Necker;Necker Ridge;Necker Ridge;;;;;X
PROV2563;East Hawaiian Rise;East Hawaiian Rise;East Hawaiian Rise;Farallón oriental de las Hawai;East Hawaiian Rise;East Hawaiian Rise;;;;;X
PROV2564;Central Clarion Fracture Zone;Central Clarion Fracture Zone;Central Clarion Fracture Zone;Zona de fractura central de Clarion;Central Clarion Fracture Zone;Central Clarion Fracture Zone;;;;;X
PROV2565;East Clarion Fracture Zone;East Clarion Fracture Zone;East Clarion Fracture Zone;Zona de fractura oriental de Clarion;East Clarion Fracture Zone;East Clarion Fracture Zone;;;;;X
PROV2566;East Pacific Rise;East Pacific Rise;East Pacific Rise;Farallón oriental del Pacífico;East Pacific Rise;East Pacific Rise;;;;;X
PROV2567;Bay of Banderas;Bay of Banderas;Bay of Banderas;Bahía de Banderas;Bay of Banderas;Bay of Banderas;;;;;X
PROV2568;Gulf of California;Gulf of California;Gulf of California;Golfo de California;Gulf of California;Gulf of California;;;;;X
PROV2569;Bay of Petacalco;Bay of Petacalco;Bay of Petacalco;Bahía de Petacalco;Bay of Petacalco;Bay of Petacalco;;;;;X
PROV2570;Bahia Dulce;Bahia Dulce;Bahia Dulce;Bahía Dulce;Bahia Dulce;Bahia Dulce;;;;;X
PROV2571;Gulf of Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;Golfo de Tehuantepec;Gulf of Tehuantepec;Gulf of Tehuantepec;;;;;X
PROV2572;Gulf of Fonseca;Gulf of Fonseca;Gulf of Fonseca;Golfo de Fonseca;Gulf of Fonseca;Gulf of Fonseca;;;;;X
PROV2573;Coronado Bay;Coronado Bay;Coronado Bay;Golfo de los Coronados;Coronado Bay;Coronado Bay;;;;;X
PROV2574;Gulf of Panama;Gulf of Panama;Gulf of Panama;Golfo de Panamá;Gulf of Panama;Gulf of Panama;;;;;X
PROV2575;Panama Canal;Panama Canal;Panama Canal;Canal de Panamá;Panama Canal;Panama Canal;;;;;X
PROV2576;Maizel Islanads;Maizel Islanads;Maizel Islanads;Islas Maisel;Maizel Islanads;Maizel Islanads;;;;;X
PROV2577;Southern Antilles Shelf;Southern Antilles Shelf;Southern Antilles Shelf;Plataforma meridional de las Antillas;Southern Antilles Shelf;Southern Antilles Shelf;;;;;X
